Business Name,Industry,Age,Company Type,Annual Revenue (USD),Number of Employees,Credit Score,Collateral Value (USD),Debt-to-Equity Ratio,Profit Margin,Cash Flow (USD),Outstanding Debt (USD),Market Competition,Business Plan Quality,Ownership Structure,Location,Regulatory Environment,Business Assets (USD),Growth Potential,Industry Trends,Customer Base,Supplier Relationships,Management Experience,Tax Compliance,Technological Infrastructure,Loan Approved
Dangote Group,Manufacturing,7,Corporation,"10,000,000,000","30,000",735,"15,000,000,000",0.5,20%,"1,000,000","1,000,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Retail,82,Public,"1,200,000,000","30,000",733,"15,000,000,000",0.4,8%,"1,200,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Financial Technology,7,Private,"100,000,000",500,674,"150,000,000",1.2,18%,"50,000","30,000,000",Medium,Average,Private,Kenya,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,Yes
Vodacom Group,Telecommunications,37,Corporation,"2,500,000,000","30,000",787,"1,200,000,000",0.9,18%,"500,000","250,000,000",High,Good,Public,Kenya,Moderate,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",1.2,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Flutterwave,Chemicals,7,Public,"25,000,000,000","30,000",701,"20,000,000,000",0.5,8%,"500,000","200,000,000",High,Good,Public,South Africa,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Retail,105,Public,"25,000,000,000","147,000",671,"20,000,000,000",0.4,15%,"1,500,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Financial Technology,7,Limited,"100,000,000","147,000",719,"4,000,000,000",0.7,10%,"1,000,000","200,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
MTN Group,Retail,7,Limited,"1,200,000,000","19,000",800,"4,000,000,000",0.6,18%,"1,000,000","300,000,000",High,Good,Public,South Africa,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Public,"2,500,000,000","15,000",693,"40,000,000,000",0.9,18%,"500,000","500,000,000",High,Excellent,Private,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,E-commerce,51,Public,"5,000,000,000","147,000",685,"25,000,000,000",0.5,12%,"1,000,000","300,000,000",High,Good,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Chemicals,7,Limited,"5,000,000,000","19,000",766,"1,200,000,000",0.5,10%,"50,000","100,000,000",High,Average,Public,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
MTN Group,Retail,7,Public,"700,000,000",500,696,"2,500,000,000",1.2,20%,"200,000","300,000,000",High,Good,Public,Nigeria,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Manufacturing,7,Corporation,"25,000,000,000","30,000",800,"1,200,000,000",0.4,8%,"800,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,47,Public,"10,000,000,000","30,000",730,"25,000,000,000",0.5,10%,"1,200,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Banking,105,Corporation,"20,000,000,000","30,000",800,"15,000,000,000",0.7,18%,"1,500,000","250,000,000",High,Excellent,Public,South Africa,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Telecommunications,18,Public,"12,000,000,000",500,706,"9,000,000,000",0.9,10%,"200,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Zenith Bank,Telecommunications,7,Public,"100,000,000","19,000",718,"4,000,000,000",0.6,18%,"800,000","1,000,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Telecommunications,105,Public,"10,000,000,000","147,000",726,"35,000,000,000",0.4,16%,"1,500,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Banking,7,Private,"5,000,000,000","30,000",695,"15,000,000,000",0.4,10%,"1,200,000","30,000,000",High,Average,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Telecommunications,47,Public,"10,000,000,000","30,000",696,"25,000,000,000",0.9,18%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,E-commerce,39,Public,"10,000,000,000",500,718,"40,000,000,000",0.8,18%,"200,000","250,000,000",High,Good,Public,Kenya,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,7,Public,"1,200,000,000",500,745,"25,000,000,000",0.4,10%,"800,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Manufacturing,105,Public,"700,000,000","13,000",667,"4,000,000,000",0.8,15%,"1,200,000","250,000,000",High,Good,Public,Kenya,Moderate,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Banking,56,Public,"5,000,000,000","9,000",677,"25,000,000,000",0.4,8%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,E-commerce,7,Public,"5,000,000,000","29,000",771,"15,000,000,000",0.6,20%,"800,000","300,000,000",High,Good,Public,South Africa,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"2,500,000,000","13,000",600,"150,000,000",0.5,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Adequate,No
Zenith Bank,Telecommunications,10,Corporation,"100,000,000","30,000",745,"1,200,000,000",0.6,16%,"500,000","200,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,E-commerce,11,Public,"12,000,000,000","15,000",722,"2,500,000,000",0.9,12%,"50,000","500,000,000",High,Good,Public,Nigeria,Moderate,"40,000,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Financial Technology,7,Limited,"2,500,000,000","9,000",600,"150,000,000",1.1,10%,"50,000","300,000,000",High,Good,Private,Kenya,Moderate,"7,000,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Adequate,No
MTN Group,Telecommunications,105,Public,"25,000,000,000","147,000",723,"20,000,000,000",0.8,20%,"1,000,000","300,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Private,"2,500,000,000","15,000",776,"35,000,000,000",0.9,10%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Telecommunications,25,Private,"100,000,000",500,710,"1,200,000,000",0.5,10%,"200,000","300,000,000",Medium,Good,Private,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Adequate,No
MTN Group,Telecommunications,17,Public,"5,000,000,000","19,000",709,"9,000,000,000",0.8,15%,"1,000,000","200,000,000",High,Good,Public,Nigeria,Moderate,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Financial Technology,18,Public,"100,000,000","15,000",711,"2,500,000,000",1.2,15%,"800,000","300,000,000",High,Good,Public,Nigeria,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,55,Public,"10,000,000,000","147,000",685,"1,200,000,000",0.4,15%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Manufacturing,42,Public,"5,000,000,000","19,000",680,"20,000,000,000",0.4,16%,"1,000,000","500,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Media,105,Public,"10,000,000,000","29,000",746,"15,000,000,000",0.4,15%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Telecommunications,7,Corporation,"12,000,000,000","30,000",678,"15,000,000,000",0.7,8%,"200,000","250,000,000",High,Good,Public,Nigeria,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,719,"150,000,000",0.4,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Flutterwave,Telecommunications,52,Public,"100,000,000","13,000",600,"1,200,000,000",0.6,10%,"100,000","30,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Flutterwave,Telecommunications,44,Private,"100,000,000",500,611,"150,000,000",1.2,18%,"50,000","300,000,000",High,Average,Private,Nigeria,Moderate,"7,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,No
Safaricom,Telecommunications,7,Public,"100,000,000","147,000",703,"1,200,000,000",1.1,18%,"100,000","100,000,000",High,Good,Public,Kenya,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,54,Limited,"2,500,000,000","9,000",708,"4,000,000,000",0.6,10%,"200,000","500,000,000",High,Good,Public,South Africa,Moderate,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Banking,105,Public,"10,000,000,000","29,000",677,"15,000,000,000",0.4,15%,"100,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,13,Public,"100,000,000",500,634,"150,000,000",0.6,20%,"200,000","30,000,000",High,Good,Public,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,No
Naspers,Banking,98,Private,"2,500,000,000","19,000",715,"25,000,000,000",0.5,20%,"100,000","500,000,000",Medium,Excellent,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Telecommunications,60,Public,"12,000,000,000","29,000",770,"2,500,000,000",0.4,18%,"1,200,000","200,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Retail,105,Public,"1,200,000,000","30,000",673,"25,000,000,000",0.9,18%,"100,000","100,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",0.9,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Zenith Bank,Manufacturing,37,Public,"2,500,000,000","30,000",699,"9,000,000,000",0.6,16%,"1,500,000","500,000,000",High,Good,Public,Nigeria,Strict,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
Vodacom Group,Financial Technology,105,Public,"2,500,000,000","13,000",656,"4,000,000,000",0.9,16%,"1,000,000","500,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
MTN Group,Telecommunications,46,Public,"20,000,000,000","30,000",685,"35,000,000,000",0.9,20%,"1,000,000","300,000,000",High,Good,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Banking,105,Public,"1,200,000,000","30,000",728,"15,000,000,000",0.4,8%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Dangote Group,Manufacturing,95,Public,"10,000,000,000","29,000",697,"20,000,000,000",0.4,16%,"100,000","500,000,000",High,Excellent,Private,South Africa,Strict,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Public,"2,500,000,000","9,000",696,"4,000,000,000",1,18%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Media,105,Public,"10,000,000,000","30,000",682,"40,000,000,000",0.4,8%,"1,200,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Naspers,Manufacturing,105,Public,"10,000,000,000","29,000",684,"40,000,000,000",0.5,20%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,10,Public,"700,000,000","9,000",798,"25,000,000,000",0.7,18%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Telecommunications,7,Limited,"2,500,000,000","147,000",730,"4,000,000,000",1.1,18%,"500,000","300,000,000",High,Good,Public,Nigeria,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Manufacturing,14,Corporation,"100,000,000","15,000",694,"40,000,000,000",0.4,18%,"1,500,000","300,000,000",High,Good,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",0.4,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Jumia,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",1.2,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Safaricom,Telecommunications,7,Public,"100,000,000","147,000",600,"150,000,000",0.4,18%,"500,000","200,000,000",High,Good,Private,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Flutterwave,Financial Technology,7,Private,"2,500,000,000",500,600,"4,000,000,000",1.2,18%,"500,000","300,000,000",Medium,Average,Private,Kenya,Moderate,"40,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,Yes
Naspers,Chemicals,105,Public,"1,200,000,000","147,000",733,"40,000,000,000",0.4,8%,"1,000,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,38,Limited,"12,000,000,000","9,000",701,"35,000,000,000",1.1,18%,"1,000,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Banking,12,Corporation,"1,200,000,000","9,000",703,"150,000,000",0.5,8%,"50,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Chemicals,7,Public,"10,000,000,000","9,000",746,"150,000,000",0.4,10%,"1,200,000","500,000,000",Medium,Excellent,Public,Nigeria,Strict,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Telecommunications,32,Public,"20,000,000,000","13,000",600,"9,000,000,000",0.4,8%,"1,000,000","500,000,000",High,Good,Public,Nigeria,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,57,Public,"2,500,000,000","30,000",729,"9,000,000,000",0.5,20%,"1,000,000","500,000,000",High,Good,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Financial Technology,7,Corporation,"20,000,000,000","19,000",700,"2,500,000,000",0.4,10%,"50,000","30,000,000",High,Average,Public,Nigeria,Moderate,"60,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Naspers,Media,54,Public,"10,000,000,000","15,000",726,"15,000,000,000",0.4,12%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Retail,29,Public,"1,200,000,000","30,000",684,"150,000,000",0.6,12%,"500,000","300,000,000",High,Excellent,Public,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Banking,64,Limited,"5,000,000,000","29,000",668,"4,000,000,000",0.8,16%,"800,000","250,000,000",High,Average,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Retail,68,Public,"10,000,000,000","147,000",716,"40,000,000,000",0.4,12%,"1,500,000","500,000,000",High,Good,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,7,Public,"1,200,000,000","15,000",650,"35,000,000,000",1.1,18%,"100,000","300,000,000",High,Good,Public,South Africa,Moderate,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,25,Public,"2,500,000,000","9,000",734,"4,000,000,000",0.8,20%,"1,200,000","200,000,000",High,Good,Public,South Africa,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Chemicals,7,Public,"25,000,000,000","15,000",718,"4,000,000,000",0.6,10%,"100,000","200,000,000",High,Good,Public,Kenya,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",0.9,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Shoprite Holdings Ltd,Telecommunications,7,Public,"2,500,000,000","9,000",788,"35,000,000,000",1,18%,"100,000","300,000,000",Medium,Good,Public,South Africa,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Shoprite Holdings Ltd,Banking,105,Corporation,"1,200,000,000","30,000",701,"15,000,000,000",0.4,15%,"200,000","500,000,000",High,Good,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Retail,105,Public,"10,000,000,000","19,000",767,"15,000,000,000",0.5,15%,"1,000,000","300,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,600,"150,000,000",0.4,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,No
Naspers,Chemicals,48,Public,"5,000,000,000","19,000",796,"25,000,000,000",0.4,16%,"1,200,000","1,000,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,28,Public,"2,500,000,000","30,000",706,"1,200,000,000",0.9,12%,"1,200,000","100,000,000",High,Good,Public,South Africa,Strict,"60,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Banking,7,Private,"100,000,000",500,625,"4,000,000,000",0.4,10%,"1,200,000","1,000,000,000",Medium,Good,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,No
Vodacom Group,Manufacturing,28,Public,"5,000,000,000","15,000",707,"1,200,000,000",0.4,15%,"1,000,000","500,000,000",High,Excellent,Public,South Africa,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Safaricom,Financial Technology,40,Limited,"5,000,000,000","30,000",686,"35,000,000,000",0.6,15%,"50,000","300,000,000",Medium,Excellent,Private,South Africa,Strict,"7,000,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Advanced,Yes
Zenith Bank,Manufacturing,7,Public,"25,000,000,000","9,000",700,"35,000,000,000",0.4,18%,"500,000","500,000,000",High,Good,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Chemicals,105,Public,"20,000,000,000","29,000",714,"15,000,000,000",0.4,15%,"800,000","500,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Retail,57,Public,"100,000,000","15,000",677,"15,000,000,000",0.4,16%,"1,200,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Telecommunications,30,Limited,"5,000,000,000","9,000",796,"4,000,000,000",1,18%,"500,000","300,000,000",High,Good,Public,Kenya,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Dangote Group,Retail,26,Public,"10,000,000,000","30,000",714,"35,000,000,000",0.4,16%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Moderate,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Manufacturing,37,Public,"12,000,000,000","15,000",722,"15,000,000,000",0.8,16%,"200,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Telecommunications,7,Public,"2,500,000,000","15,000",774,"35,000,000,000",0.9,15%,"50,000","500,000,000",High,Average,Public,Nigeria,Strict,"1,800,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,40,Limited,"5,000,000,000","13,000",702,"25,000,000,000",0.9,15%,"500,000","500,000,000",High,Good,Public,Nigeria,Strict,"70,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Zenith Bank,Banking,29,Public,"25,000,000,000","147,000",714,"35,000,000,000",0.4,20%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Media,105,Public,"1,200,000,000","15,000",694,"25,000,000,000",0.9,15%,"1,500,000","1,000,000,000",High,Excellent,Public,South Africa,Strict,"50,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Jumia,Financial Technology,50,Public,"2,500,000,000","147,000",600,"4,000,000,000",0.5,10%,"800,000","100,000,000",High,Average,Public,Nigeria,Moderate,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,719,"150,000,000",0.5,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Flutterwave,Telecommunications,7,Private,"100,000,000",500,600,"35,000,000,000",0.4,10%,"1,500,000","100,000,000",High,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Sasol Ltd,Financial Technology,7,Public,"1,200,000,000","29,000",726,"9,000,000,000",0.6,15%,"800,000","500,000,000",High,Good,Public,Kenya,Moderate,"500,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,Yes
Safaricom,Telecommunications,60,Corporation,"700,000,000","147,000",694,"20,000,000,000",0.9,8%,"100,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,E-commerce,7,Private,"100,000,000","13,000",800,"2,500,000,000",0.4,10%,"1,500,000","1,000,000,000",High,Excellent,Public,South Africa,Strict,"15,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Banking,7,Public,"10,000,000,000","30,000",614,"2,500,000,000",0.4,15%,"100,000","250,000,000",High,Average,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Adequate,Yes
Dangote Group,E-commerce,34,Public,"1,200,000,000","15,000",695,"40,000,000,000",0.6,10%,"200,000","500,000,000",High,Excellent,Public,Nigeria,Strict,"60,000,000,000",High,Positive,Medium,Strong,Experienced,Compliant,Advanced,Yes
Flutterwave,Financial Technology,7,Private,"100,000,000",500,612,"150,000,000",0.9,10%,"50,000","30,000,000",Medium,Average,Private,Nigeria,Moderate,"500,000,000",High,Positive,Medium,Moderate,Experienced,Compliant,Adequate,No
Dangote Group,Financial Technology,7,Public,"5,000,000,000","147,000",750,"25,000,000,000",0.7,15%,"1,200,000","500,000,000",High,Good,Public,Kenya,Strict,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,No
Safaricom,Telecommunications,57,Limited,"5,000,000,000","15,000",711,"4,000,000,000",0.7,18%,"500,000","300,000,000",High,Good,Public,Nigeria,Moderate,"7,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Manufacturing,42,Public,"10,000,000,000","30,000",800,"20,000,000,000",0.6,15%,"1,500,000","500,000,000",High,Excellent,Public,South Africa,Strict,"500,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Vodacom Group,Media,54,Public,"25,000,000,000","30,000",683,"40,000,000,000",0.4,18%,"1,500,000","250,000,000",High,Excellent,Public,South Africa,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Shoprite Holdings Ltd,Retail,7,Corporation,"12,000,000,000","13,000",712,"40,000,000,000",0.6,20%,"800,000","300,000,000",High,Excellent,Public,Kenya,Strict,"40,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
Sasol Ltd,Telecommunications,51,Public,"2,500,000,000","29,000",728,"2,500,000,000",0.4,18%,"200,000","300,000,000",High,Good,Public,Kenya,Strict,"30,000,000,000",High,Positive,Large,Strong,Experienced,Compliant,Advanced,Yes
